"SAMPLE_NUMBER","LOGIN_DATE","LOGIN_DATE","REPORTABLE","ANALYSIS","REPORTED_NAME","REPORTED_UNITS","ENTRY","REPLICATE_COUNT","PRODUCT","CUSTOMER","IN_SPEC","PRODUCT_GRADE","SAMPLE_NAME","NAME"
"8249504","25/01/2016 11:57:53 AM","25/01/2016 11:57:53 AM","T","IODI010493","Iodine","UG_P_100G","405","1","FATS_OILS","C25","T","7007","DTS0311725","IODI01-16-0012"
"8249581","25/01/2016 12:17:44 PM","25/01/2016 12:17:44 PM","T","ICPM050214","Iodine","UG_P_100G","107.351","1","PDR_INFANT","621","T","TM446274","2016017057","ICPM05-16-0008"
"8250153","25/01/2016 02:11:15 PM","25/01/2016 02:11:15 PM","T","ICPM050214","Iodine","UG_P_100G","277.565","1","MISC_DAIRY","MG70","T","NONE","7571222","ICPM05-16-0008"
"8250153","25/01/2016 02:11:15 PM","25/01/2016 02:11:15 PM","T","IODI010493","Iodine","UG_P_100G","250","1","MISC_DAIRY","MG70","T","NONE","7571222","IODI01-16-0014"
"8251568","26/01/2016 09:29:36 AM","26/01/2016 09:29:36 AM","T","ICPM050214","Iodine","UG_P_100G","155.232","1","PDR_INFANT","621","T","TM306","2016016952","ICPM05-16-0008"
"8251569","26/01/2016 09:30:20 AM","26/01/2016 09:30:20 AM","T","ICPM050214","Iodine","UG_P_100G","156.376","1","PDR_INFANT","621","T","TM306","2016016953","ICPM05-16-0008"
"8251576","26/01/2016 09:31:08 AM","26/01/2016 09:31:08 AM","T","ICPM050214","Iodine","UG_P_100G","161.153","1","PDR_INFANT","621","T","TM306","2016016954","ICPM05-16-0008"
"8251577","26/01/2016 09:31:50 AM","26/01/2016 09:31:50 AM","T","ICPM050214","Iodine","UG_P_100G","160.241","1","PDR_INFANT","621","T","TM306","2016016955","ICPM05-16-0008"
"8252171","26/01/2016 02:05:08 PM","26/01/2016 02:05:08 PM","T","ICPM050214","Iodine","UG_P_100G","385.199","1","PDR_SMP","MG70","T","MG4900","7571835","ICPM05-16-0008"
"8252188","26/01/2016 02:13:56 PM","26/01/2016 02:13:56 PM","T","ICPM050214","Iodine","UG_P_100G","153.59","1","PDR_INFANT","MG80","T","MG3729","7571850","ICPM05-16-0008"
"8252192","26/01/2016 02:17:37 PM","26/01/2016 02:17:37 PM","T","ICPM050214","Iodine","UG_P_100G","155.836","1","PDR_INFANT","MG80","T","MG3729","7571851","ICPM05-16-0008"
"8252385","26/01/2016 03:49:36 PM","26/01/2016 03:49:36 PM","T","ICPM050214","Iodine","UG_P_100G","269.845","1","PDR_INFANT","MG70","T","MG3668","7572013","ICPM05-16-0008"
"8252385","26/01/2016 03:49:36 PM","26/01/2016 03:49:36 PM","T","IODI010493","Iodine","UG_P_100G","290","1","PDR_INFANT","MG70","T","MG3668","7572013","IODI01-16-0014"
"8253762","27/01/2016 12:00:00 AM","27/01/2016 12:00:00 AM","T","ICPM050214","Iodine","UG_P_100G","104.879","1","PDR_INFANT","621","T","TM446274","2016017315","ICPM05-16-0009"
"8254721","27/01/2016 11:45:10 AM","27/01/2016 11:45:10 AM","T","ICPM050214","Iodine","UG_P_100G","162.95","1","PDR_INFANT","621","T","TM306","2016017351","ICPM05-16-0009"
"8254724","27/01/2016 11:45:51 AM","27/01/2016 11:45:51 AM","T","ICPM050214","Iodine","UG_P_100G","162.495","1","PDR_INFANT","621","T","TM306","2016017352","ICPM05-16-0009"
"8254726","27/01/2016 11:46:38 AM","27/01/2016 11:46:38 AM","T","ICPM050214","Iodine","UG_P_100G","162.103","1","PDR_INFANT","621","T","TM306","2016017353","ICPM05-16-0009"
"8254729","27/01/2016 11:47:23 AM","27/01/2016 11:47:23 AM","T","ICPM050214","Iodine","UG_P_100G","155.995","1","PDR_INFANT","621","T","TM306","2016017354","ICPM05-16-0009"
"8255605","27/01/2016 02:04:01 PM","27/01/2016 02:04:01 PM","T","ICPM050214","Iodine","UG_P_100G","111.779","1","PDR_INFANT","621","T","TM446027","2016018426","ICPM05-16-0009"
"8255622","27/01/2016 02:07:53 PM","27/01/2016 02:07:53 PM","T","ICPM050214","Iodine","UG_P_100G","-0.051","1","QC","","T","BLANK","BLANK","ICPM05-16-0008"
"8255623","27/01/2016 02:07:58 PM","27/01/2016 02:07:58 PM","T","ICPM050214","Iodine","UG_P_100G","125.839","1","QC","","T","SRM","SRM","ICPM05-16-0008"
"8255634","27/01/2016 02:10:13 PM","27/01/2016 02:10:13 PM","T","ICPM050214","Iodine","UG_P_100G","288.691","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-16-0008"
"8255638","27/01/2016 02:11:24 PM","27/01/2016 02:11:24 PM","T","ICPM050214","Iodine","UG_P_100G","103.93","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-16-0008"
"8255641","27/01/2016 02:12:32 PM","27/01/2016 02:12:32 PM","T","ICPM050214","Iodine","UG_P_100G","85.442","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-16-0008"
"8255649","27/01/2016 02:14:54 PM","27/01/2016 02:14:54 PM","T","ICPM050214","Iodine","UG_P_100G","214.238","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-16-0008"
"8255997","27/01/2016 03:28:17 PM","27/01/2016 03:28:17 PM","T","ICPM050214","Iodine","UG_P_100G","137.701","1","PDR_FCMP","MG80","T","MG3032","7572818","ICPM05-16-0009"
"8256016","27/01/2016 03:30:48 PM","27/01/2016 03:30:48 PM","T","ICPM050214","Iodine","UG_P_100G","129.648","1","PDR_FCMP","MG80","T","MG3032","7572819","ICPM05-16-0009"
"8256351","27/01/2016 04:36:32 PM","27/01/2016 04:36:32 PM","T","ICPM050214","Iodine","UG_P_100G","130.455","1","PDR_INFANT","621","T","TM446049","2016018441","ICPM05-16-0009"
"8258385","28/01/2016 10:13:15 AM","28/01/2016 10:13:15 AM","T","ICPM050214","Iodine","UG_P_100G","125.296","1","PDR_INFANT","MG80","T","MG3698","7573476","ICPM05-16-0009"
"8258392","28/01/2016 10:15:04 AM","28/01/2016 10:15:04 AM","T","ICPM050214","Iodine","UG_P_100G","124.168","1","PDR_INFANT","MG80","T","MG3698","7573477","ICPM05-16-0009"
"8259126","28/01/2016 11:49:30 AM","28/01/2016 11:49:30 AM","T","IODI010493","Iodine","UG_P_100G","125","1","QC","","T","SRM","SRM","IODI01-16-0012"
"8259131","28/01/2016 11:50:12 AM","28/01/2016 11:50:12 AM","T","IODI010493","Iodine","UG_P_100G","185","1","QC","","T","SRM","SRM","IODI01-16-0012"
"8260213","28/01/2016 02:38:18 PM","28/01/2016 02:38:18 PM","T","IODI010493","Iodine","UG_P_100G","120","1","PDR_INFANT","T10","T","1253200","DTS0702561","IODI01-16-0013"
"8260610","28/01/2016 03:44:58 PM","28/01/2016 03:44:58 PM","T","ICPM050214","Iodine","UG_P_100G","192.469","1","PDR_INFANT","BONDPN","T","114453","000800595504","ICPM05-16-0009"
"8261388","28/01/2016 05:58:51 PM","28/01/2016 05:58:51 PM","T","IODI010493","Iodine","UG_P_100G","160","1","PDR_INFANT","T10","T","1253200","DTS0702575","IODI01-16-0013"
"8261559","28/01/2016 08:40:18 PM","28/01/2016 08:40:18 PM","T","IODI010493","Iodine","UG_P_100G","220","1","MISC_DAIRY","MG70","T","NONE","7574017","IODI01-16-0013"
"8261560","28/01/2016 08:40:30 PM","28/01/2016 08:40:30 PM","T","IODI010493","Iodine","UG_P_100G","250","1","MISC_DAIRY","MG70","T","NONE","7574019","IODI01-16-0013"
"8261561","28/01/2016 08:40:41 PM","28/01/2016 08:40:41 PM","T","IODI010493","Iodine","UG_P_100G","265","1","MISC_DAIRY","MG70","T","NONE","7574020","IODI01-16-0013"
"8261565","28/01/2016 08:41:56 PM","28/01/2016 08:41:56 PM","T","IODI010493","Iodine","UG_P_100G","275","1","MISC_DAIRY","MG70","T","NONE","7574022","IODI01-16-0013"
"8261639","28/01/2016 12:00:00 AM","28/01/2016 12:00:00 AM","T","ICPM050214","Iodine","UG_P_100G","96.175","1","PDR_INFANT","621","T","TM446274","2016018456","ICPM05-16-0010"
"8262012","29/01/2016 07:50:24 AM","29/01/2016 07:50:24 AM","T","IODI010493","Iodine","MG_P_KG","0.1","1","MEATP_RAW","U4","T","RAWMEAT","","IODI01-16-0013"
"8262018","29/01/2016 07:54:21 AM","29/01/2016 07:54:21 AM","T","IODI010493","Iodine","MG_P_KG","0.1","1","MEATP_RAW","U4","T","RAWMEAT","","IODI01-16-0013"
"8262029","29/01/2016 07:58:06 AM","29/01/2016 07:58:06 AM","T","IODI010493","Iodine","MG_P_KG","3.35","1","MEATP_RAW","U4","T","RAWMEAT","","IODI01-16-0013"
"8264158","29/01/2016 12:35:20 PM","29/01/2016 12:35:20 PM","T","ICPM050214","Iodine","UG_P_100G","0.0","1","QC","","T","BLANK","BLANK","ICPM05-16-0009"
"8264161","29/01/2016 12:35:26 PM","29/01/2016 12:35:26 PM","T","ICPM050214","Iodine","UG_P_100G","124.407","1","QC","","T","SRM","SRM","ICPM05-16-0009"
"8264166","29/01/2016 12:36:44 PM","29/01/2016 12:36:44 PM","T","ICPM050214","Iodine","UG_P_100G","137.064","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-16-0009"
"8264168","29/01/2016 12:37:14 PM","29/01/2016 12:37:14 PM","T","ICPM050214","Iodine","UG_P_100G","105.271","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-16-0009"
"8264170","29/01/2016 12:37:30 PM","29/01/2016 12:37:30 PM","T","ICPM050214","Iodine","UG_P_100G","192.663","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-16-0009"
"8265651","29/01/2016 04:01:52 PM","29/01/2016 04:01:52 PM","T","IODI010493","Iodine","UG_P_100G","140","1","PDR_INFANT","T10","T","1253200","DTS0702602","IODI01-16-0013"
"8266189","29/01/2016 05:51:57 PM","29/01/2016 05:51:57 PM","T","ICPM050214","Iodine","UG_P_100G","160.888","1","PDR_SMP","MG60","T","MG4637","7575193","ICPM05-16-0010"
"8266606","30/01/2016 12:37:45 AM","30/01/2016 12:37:45 AM","T","ICPM050214","Iodine","UG_P_100G","101.293","1","PDR_INFANT","621","T","TM446274","2016018470","ICPM05-16-0010"
"8267799","30/01/2016 03:22:21 PM","30/01/2016 03:22:21 PM","T","ICPM050214","Iodine","UG_P_100G","104.622","1","PDR_INFANT","621","T","TM552","2016019050","ICPM05-16-0010"
"8268471","30/01/2016 05:32:32 PM","30/01/2016 05:32:32 PM","T","ICPM050214","Iodine","UG_P_100G","171.861","1","PDR_SMP","MG60","T","MG4637","7575780","ICPM05-16-0010"
"8268610","30/01/2016 07:47:17 PM","30/01/2016 07:47:17 PM","T","ICPM050214","Iodine","UG_P_100G","326.863","1","PDR_INFANT","MG70","T","MG3665","7575869","ICPM05-16-0011"
"8268610","30/01/2016 07:47:17 PM","30/01/2016 07:47:17 PM","T","IODI010493","Iodine","UG_P_100G","345","1","PDR_INFANT","MG70","F","MG3665","7575869","IODI01-16-0014"
"8268612","30/01/2016 07:47:52 PM","30/01/2016 07:47:52 PM","T","IODI010493","Iodine","UG_P_100G","360","1","PDR_INFANT","MG70","F","MG3665","7575870","IODI01-16-0014"
"8268612","30/01/2016 07:47:52 PM","30/01/2016 07:47:52 PM","T","ICPM050214","Iodine","UG_P_100G","334.039","1","PDR_INFANT","MG70","T","MG3665","7575870","ICPM05-16-0011"
"8268614","30/01/2016 07:48:31 PM","30/01/2016 07:48:31 PM","T","ICPM050214","Iodine","UG_P_100G","330.212","1","PDR_INFANT","MG70","T","MG3665","7575871","ICPM05-16-0011"
"8268614","30/01/2016 07:48:31 PM","30/01/2016 07:48:31 PM","T","IODI010493","Iodine","UG_P_100G","370","1","PDR_INFANT","MG70","F","MG3665","7575871","IODI01-16-0014"
"8268616","30/01/2016 07:49:05 PM","30/01/2016 07:49:05 PM","T","IODI010493","Iodine","UG_P_100G","290","1","PDR_INFANT","MG70","F","MG3665","7575872","IODI01-16-0013"
"8268616","30/01/2016 07:49:05 PM","30/01/2016 07:49:05 PM","T","ICPM050214","Iodine","UG_P_100G","322.66","1","PDR_INFANT","MG70","T","MG3665","7575872","ICPM05-16-0010"
"8268618","30/01/2016 07:49:40 PM","30/01/2016 07:49:40 PM","T","ICPM050214","Iodine","UG_P_100G","301.692","1","PDR_INFANT","MG70","T","MG3665","7575873","ICPM05-16-0010"
"8268618","30/01/2016 07:49:40 PM","30/01/2016 07:49:40 PM","T","IODI010493","Iodine","UG_P_100G","305","1","PDR_INFANT","MG70","F","MG3665","7575873","IODI01-16-0013"
"8269515","31/01/2016 01:23:31 PM","31/01/2016 01:23:31 PM","T","IODI010493","Iodine","UG_P_100G","300","1","PDR_SMP","56","T","NONE","","IODI01-16-0013"
"8269559","31/01/2016 01:30:56 PM","31/01/2016 01:30:56 PM","T","ICPM050214","Iodine","UG_P_100G","105.327","1","PDR_INFANT","621","T","TM552","2016019964","ICPM05-16-0011"
"8269581","31/01/2016 01:43:15 PM","31/01/2016 01:43:15 PM","T","ICPM050214","Iodine","UG_P_100G","125.773","1","PDR_INFANT","621","T","TM336","2016019892","ICPM05-16-0011"
"8270000","31/01/2016 06:44:55 PM","31/01/2016 06:44:55 PM","T","ICPM050214","Iodine","UG_P_100G","105.506","1","PDR_INFANT","MG80","T","MG3737","7576607","ICPM05-16-0011"
"8270001","31/01/2016 06:48:19 PM","31/01/2016 06:48:19 PM","T","ICPM050214","Iodine","UG_P_100G","107.901","1","PDR_INFANT","MG80","T","MG3737","7576608","ICPM05-16-0011"
"8270131","31/01/2016 09:33:15 PM","31/01/2016 09:33:15 PM","T","ICPM050214","Iodine","UG_P_100G","103.375","1","PDR_INFANT","621","T","TM448311","2016020885","ICPM05-16-0011"
"8270634","01/02/2016 08:20:08 AM","01/02/2016 08:20:08 AM","T","ICPM050214","Iodine","UG_P_100G","113.488","1","PDR_INFANT","621","T","TM448312","2016020906","ICPM05-16-0012"
"8270749","01/02/2016 08:40:54 AM","01/02/2016 08:40:54 AM","T","ICPM050214","Iodine","UG_P_100G","0.112","1","QC","","T","BLANK","BLANK","ICPM05-16-0010"
"8270751","01/02/2016 08:41:03 AM","01/02/2016 08:41:03 AM","T","ICPM050214","Iodine","UG_P_100G","121.886","1","QC","","T","SRM","SRM","ICPM05-16-0010"
"8270754","01/02/2016 08:42:31 AM","01/02/2016 08:42:31 AM","T","ICPM050214","Iodine","UG_P_100G","159.88","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-16-0010"
"8270767","01/02/2016 08:51:10 AM","01/02/2016 08:51:10 AM","T","ICPM050214","Iodine","UG_P_100G","115.977","1","PDR_INFANT","621","T","TM574","2016020755","ICPM05-16-0012"
"8270769","01/02/2016 08:51:58 AM","01/02/2016 08:51:58 AM","T","ICPM050214","Iodine","UG_P_100G","119.413","1","PDR_INFANT","621","T","TM574","2016020758","ICPM05-16-0012"
"8270771","01/02/2016 08:52:45 AM","01/02/2016 08:52:45 AM","T","ICPM050214","Iodine","UG_P_100G","118.256","1","PDR_INFANT","621","T","TM574","2016020761","ICPM05-16-0012"
"8270792","01/02/2016 08:56:46 AM","01/02/2016 08:56:46 AM","T","ICPM050214","Iodine","UG_P_100G","118.178","1","PDR_INFANT","621","T","TM574","2016021207","ICPM05-16-0012"
"8270929","01/02/2016 09:24:09 AM","01/02/2016 09:24:09 AM","T","IODI010493","Iodine","UG_P_100G","110","1","QC","","T","SRM","SRM","IODI01-16-0013"
"8270941","01/02/2016 09:26:47 AM","01/02/2016 09:26:47 AM","T","IODI010493","Iodine","UG_P_100G","169","1","QC","","T","SRM","SRM","IODI01-16-0013"
"8271553","01/02/2016 10:54:36 AM","01/02/2016 10:54:36 AM","T","ICPM050214","Iodine","UG_P_100G","130.695","1","PDR_INFANT","MG80","T","MG3638","7576826","ICPM05-16-0011"
"8271578","01/02/2016 10:57:41 AM","01/02/2016 10:57:41 AM","T","ICPM050214","Iodine","UG_P_100G","131.988","1","PDR_INFANT","MG80","T","MG3638","7576827","ICPM05-16-0011"
"8272280","01/02/2016 12:45:28 PM","01/02/2016 12:45:28 PM","T","ICPM050214","Iodine","UG_P_100G","101.631","1","PDR_INFANT","621","T","TM300","2016020396","ICPM05-16-0011"
"8272281","01/02/2016 12:46:07 PM","01/02/2016 12:46:07 PM","T","ICPM050214","Iodine","UG_P_100G","126.985","1","PDR_INFANT","621","T","TM300","2016020397","ICPM05-16-0011"
"8272797","01/02/2016 01:38:32 PM","01/02/2016 01:38:32 PM","T","ICPM050214","Iodine","UG_P_100ML","35.0064","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-16-0010"
"8273221","01/02/2016 03:24:32 PM","01/02/2016 03:24:32 PM","T","IODI010493","Iodine","UG_P_100G","5","1","FATS_OILS","MG10","T","MG9113","7577166","IODI01-16-0014"
"8274179","01/02/2016 09:00:54 PM","01/02/2016 09:00:54 PM","T","ICPM050214","Iodine","UG_P_100G","118.955","1","PDR_INFANT","MG80","T","MG3698","7577407","ICPM05-16-0014"
"8274183","01/02/2016 09:02:45 PM","01/02/2016 09:02:45 PM","T","ICPM050214","Iodine","UG_P_100G","119.059","1","PDR_INFANT","MG80","T","MG3698","7577408","ICPM05-16-0014"
"8274515","02/02/2016 07:17:53 AM","02/02/2016 07:17:53 AM","T","ICPM050214","Iodine","UG_P_100G","161.775","1","MISC_DAIRY","MG80","T","NONE","7577556","ICPM05-16-0012"
"8275450","02/02/2016 10:05:34 AM","02/02/2016 10:05:34 AM","T","ICPM050214","Iodine","UG_P_100G","-0.503","1","QC","","T","BLANK","BLANK","ICPM05-16-0011"
"8275454","02/02/2016 10:05:43 AM","02/02/2016 10:05:43 AM","T","ICPM050214","Iodine","UG_P_100G","121.067","1","QC","","T","SRM","SRM","ICPM05-16-0011"
"8275461","02/02/2016 10:06:45 AM","02/02/2016 10:06:45 AM","T","ICPM050214","Iodine","UG_P_100G","141.577","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-16-0011"
"8275463","02/02/2016 10:07:10 AM","02/02/2016 10:07:10 AM","T","ICPM050214","Iodine","UG_P_100G","104.355","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-16-0011"
"8276339","02/02/2016 12:07:50 PM","02/02/2016 12:07:50 PM","T","ICPM050214","Iodine","UG_P_100G","119.2","1","PDR_INFANT","621","T","TM574","2016021447","ICPM05-16-0014"
"8276397","02/02/2016 12:12:17 PM","02/02/2016 12:12:17 PM","T","ICPM050214","Iodine","UG_P_100G","110.946","1","PDR_INFANT","621","T","TM574","2016021836","ICPM05-16-0014"
"8276401","02/02/2016 12:13:01 PM","02/02/2016 12:13:01 PM","T","ICPM050214","Iodine","UG_P_100G","112.061","1","PDR_INFANT","621","T","TM574","2016021837","ICPM05-16-0014"
"8276417","02/02/2016 12:15:45 PM","02/02/2016 12:15:45 PM","T","IODI010493","Iodine","UG_P_100G","175","1","PDR_INFANT","T10","T","1253200","DTS0702741","IODI01-16-0014"
"8276431","02/02/2016 12:19:57 PM","02/02/2016 12:19:57 PM","T","ICPM050214","Iodine","UG_P_100G","128.823","1","PDR_INFANT","621","T","TM301","2016020438","ICPM05-16-0014"
"8276436","02/02/2016 12:20:39 PM","02/02/2016 12:20:39 PM","T","ICPM050214","Iodine","UG_P_100G","126.126","1","PDR_INFANT","621","T","TM301","2016020439","ICPM05-16-0014"
"8276440","02/02/2016 12:21:29 PM","02/02/2016 12:21:29 PM","T","ICPM050214","Iodine","UG_P_100G","124.682","1","PDR_INFANT","621","T","TM301","2016020440","ICPM05-16-0014"
"8279016","03/02/2016 07:19:45 AM","03/02/2016 07:19:45 AM","T","ICPM050214","Iodine","UG_P_100G","115.582","1","PDR_INFANT","MG80","T","MG3698","7578383","ICPM05-16-0014"
"8279022","03/02/2016 07:21:35 AM","03/02/2016 07:21:35 AM","T","ICPM050214","Iodine","UG_P_100G","113.623","1","PDR_INFANT","MG80","T","MG3698","7578384","ICPM05-16-0014"
"8280778","03/02/2016 10:57:58 AM","03/02/2016 10:57:58 AM","T","ICPM050214","Iodine","UG_P_100G","-0.631","1","QC","","T","BLANK","BLANK","ICPM05-16-0012"
"8280780","03/02/2016 10:58:02 AM","03/02/2016 10:58:02 AM","T","ICPM050214","Iodine","UG_P_100G","120.062","1","QC","","T","SRM","SRM","ICPM05-16-0012"
"8280814","03/02/2016 10:59:59 AM","03/02/2016 10:59:59 AM","T","ICPM050214","Iodine","UG_P_100G","161.531","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-16-0012"
"8280817","03/02/2016 11:00:07 AM","03/02/2016 11:00:07 AM","T","ICPM050214","Iodine","UG_P_100G","113.018","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-16-0012"
"8280819","03/02/2016 11:00:14 AM","03/02/2016 11:00:14 AM","T","ICPM050214","Iodine","UG_P_100G","115.882","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-16-0012"
"8281158","03/02/2016 11:44:38 AM","03/02/2016 11:44:38 AM","T","ICPM050214","Iodine","UG_P_100G","266.654","2","PDR_INFANT","BONDPN","F","114462","000800599225","ICPM05-16-0015"
"8281158","03/02/2016 11:44:38 AM","03/02/2016 11:44:38 AM","T","ICPM050214","Iodine","UG_P_100G","255.403","3","PDR_INFANT","BONDPN","F","114462","000800599225","ICPM05-16-0015"
"8281158","03/02/2016 11:44:38 AM","03/02/2016 11:44:38 AM","T","ICPM050214","Iodine","UG_P_100G","240.687","1","PDR_INFANT","BONDPN","T","114462","000800599225","ICPM05-16-0014"
"8281533","03/02/2016 12:58:57 PM","03/02/2016 12:58:57 PM","T","ICPM050214","Iodine","UG_P_100G","147.941","1","PDR_INFANT","621","T","TM306","2016021432","ICPM05-16-0014"
"8281536","03/02/2016 12:59:37 PM","03/02/2016 12:59:37 PM","T","ICPM050214","Iodine","UG_P_100G","145.798","1","PDR_INFANT","621","T","TM306","2016021433","ICPM05-16-0014"
"8281540","03/02/2016 01:00:25 PM","03/02/2016 01:00:25 PM","T","ICPM050214","Iodine","UG_P_100G","140.434","1","PDR_INFANT","621","T","TM306","2016021434","ICPM05-16-0014"
"8281543","03/02/2016 01:01:09 PM","03/02/2016 01:01:09 PM","T","ICPM050214","Iodine","UG_P_100G","137.468","1","PDR_INFANT","621","T","TM306","2016021435","ICPM05-16-0014"
"8281972","03/02/2016 02:21:41 PM","03/02/2016 02:21:41 PM","T","ICPM050214","Iodine","UG_P_100G","32.87","1","LIQ_MILK","BONDEP","T","EAP00520","000800599428","ICPM05-16-0014"
"8282711","03/02/2016 04:32:45 PM","03/02/2016 04:32:45 PM","T","ICPM050214","Iodine","UG_P_100G","115.741","1","PDR_INFANT","MG80","T","MG3698","7579387","ICPM05-16-0014"
"8282717","03/02/2016 04:34:47 PM","03/02/2016 04:34:47 PM","T","ICPM050214","Iodine","UG_P_100G","115.151","1","PDR_INFANT","MG80","T","MG3698","7579388","ICPM05-16-0014"
"8283201","03/02/2016 06:07:34 PM","03/02/2016 06:07:34 PM","T","ICPM050214","Iodine","UG_P_100G","389.488","1","PDR_SMP","MG70","T","MG4900","7579144","ICPM05-16-0014"
"8283383","03/02/2016 07:48:51 PM","03/02/2016 07:48:51 PM","T","ICPM050214","Iodine","UG_P_100G","155.417","1","PDR_SMP","MG60","T","MG4637","7579521","ICPM05-16-0014"
"8283443","03/02/2016 08:05:43 PM","03/02/2016 08:05:43 PM","T","ICPM050214","Iodine","UG_P_100G","410.101","1","PDR_SMP","MG70","T","MG4900","7579561","ICPM05-16-0014"
"8284041","04/02/2016 08:09:44 AM","04/02/2016 08:09:44 AM","T","IODI010493","Iodine","UG_P_100G","135","1","QC","","T","SRM","SRM","IODI01-16-0014"
"8284674","04/02/2016 09:56:38 AM","04/02/2016 09:56:38 AM","T","IODI010493","Iodine","UG_P_100G","192","1","QC","","T","SRM","SRM","IODI01-16-0014"
"8285492","04/02/2016 11:56:14 AM","04/02/2016 11:56:14 AM","T","ICPM050214","Iodine","UG_P_100G","145.622","1","PDR_INFANT","621","T","TM306","2016022174","ICPM05-16-0014"
"8285500","04/02/2016 11:56:56 AM","04/02/2016 11:56:56 AM","T","ICPM050214","Iodine","UG_P_100G","146.355","1","PDR_INFANT","621","T","TM306","2016022175","ICPM05-16-0014"
"8285513","04/02/2016 11:57:36 AM","04/02/2016 11:57:36 AM","T","ICPM050214","Iodine","UG_P_100G","162.986","1","PDR_INFANT","621","T","TM306","2016022176","ICPM05-16-0015"
"8285520","04/02/2016 11:58:17 AM","04/02/2016 11:58:17 AM","T","ICPM050214","Iodine","UG_P_100G","164.605","1","PDR_INFANT","621","T","TM306","2016022177","ICPM05-16-0015"
"8285975","04/02/2016 01:08:45 PM","04/02/2016 01:08:45 PM","T","ICPM050214","Iodine","UG_P_100G","390.247","1","PET_FOOD","DTSPRO","T","NONE","","ICPM05-16-0015"
"8285993","04/02/2016 01:10:44 PM","04/02/2016 01:10:44 PM","T","ICPM050214","Iodine","UG_P_100G","14074.499","1","MISC_PROD","DTSPRO","T","TABLETS","","ICPM05-16-0015"
"8287546","04/02/2016 05:07:11 PM","04/02/2016 05:07:11 PM","T","ICPM050214","Iodine","UG_P_100G","284.642","1","MISC_DAIRY","MG70","T","NONE","7580175","ICPM05-16-0014"
"8287546","04/02/2016 05:07:11 PM","04/02/2016 05:07:11 PM","T","IODI010493","Iodine","UG_P_100G","285","1","MISC_DAIRY","MG70","T","NONE","7580175","IODI01-16-0015"
"8287547","04/02/2016 05:07:26 PM","04/02/2016 05:07:26 PM","T","IODI010493","Iodine","UG_P_100G","300","1","MISC_DAIRY","MG70","T","NONE","7580176","IODI01-16-0015"
"8287547","04/02/2016 05:07:26 PM","04/02/2016 05:07:26 PM","T","ICPM050214","Iodine","UG_P_100G","267.588","1","MISC_DAIRY","MG70","T","NONE","7580176","ICPM05-16-0014"
"8287548","04/02/2016 05:07:47 PM","04/02/2016 05:07:47 PM","T","ICPM050214","Iodine","UG_P_100G","257.17","1","MISC_DAIRY","MG70","T","NONE","7580177","ICPM05-16-0014"
"8287548","04/02/2016 05:07:47 PM","04/02/2016 05:07:47 PM","T","IODI010493","Iodine","UG_P_100G","290","1","MISC_DAIRY","MG70","T","NONE","7580177","IODI01-16-0015"
"8287549","04/02/2016 05:08:03 PM","04/02/2016 05:08:03 PM","T","IODI010493","Iodine","UG_P_100G","275","1","MISC_DAIRY","MG70","T","NONE","7580178","IODI01-16-0015"
"8287549","04/02/2016 05:08:03 PM","04/02/2016 05:08:03 PM","T","ICPM050214","Iodine","UG_P_100G","248.884","1","MISC_DAIRY","MG70","T","NONE","7580178","ICPM05-16-0014"
"8287550","04/02/2016 05:08:27 PM","04/02/2016 05:08:27 PM","T","ICPM050214","Iodine","UG_P_100G","234.965","1","MISC_DAIRY","MG70","T","NONE","7580179","ICPM05-16-0014"
"8287550","04/02/2016 05:08:27 PM","04/02/2016 05:08:27 PM","T","IODI010493","Iodine","UG_P_100G","240","1","MISC_DAIRY","MG70","T","NONE","7580179","IODI01-16-0015"
"8287561","04/02/2016 05:09:49 PM","04/02/2016 05:09:49 PM","T","ICPM050214","Iodine","UG_P_100G","258.13","1","PDR_INFANT","MG70","T","MG3668","7580189","ICPM05-16-0014"
"8287612","04/02/2016 05:24:48 PM","04/02/2016 05:24:48 PM","T","ICPM050214","Iodine","UG_P_100G","95.43","1","PDR_INFANT","MG80","T","MG3752","7580250","ICPM05-16-0014"
"8288607","05/02/2016 08:16:21 AM","05/02/2016 08:16:21 AM","T","ICPM050214","Iodine","UG_P_100G","138.92","1","PDR_SMP","MG60","T","MG4637","7581056","ICPM05-16-0014"
